source,relationship,target,evidence,reason
Haze,STRONG_AGAINST,Paige,2,[Voidstrike] counters [Guardian Page via Barrier]. [Voidstrike] counters [Final Chapter via Barrier]. 
Haze,STRONG_AGAINST,Viscous,1,[Voidstrike] counters [The Cube via Barrier]. 
Haze,STRONG_AGAINST,Vyper,1,[Voidstrike] counters [Slither via Barrier]. 
Haze,STRONG_AGAINST,Warden,1,[Voidstrike] counters [Willpower via Barrier]. 
Haze,STRONG_AGAINST,Wraith,1,[Voidstrike] counters [Project Mind via Barrier]. 
Haze,WEAK_AGAINST,Holliday,1,[Shadowstep] is countered by [Crackshot via Teleport]. 
Haze,WEAK_AGAINST,Kelvin,2,[Smoke Bomb] is countered by [Ice Path via Movement Slow]. [Sleep Dagger] is countered by [Ice Path via Movement Slow]. 
Haze,WEAK_AGAINST,Lash,3,[Shadowstep] is countered by [Grappling Whip via Teleport]. [Smoke Bomb] is countered by [Blood Rush via Movement Slow]. [Sleep Dagger] is countered by [Blood Rush via Movement Slow]. 
Haze,WEAK_AGAINST,Paige,2,[Smoke Bomb] is countered by [Restoration Quill via Movement Slow]. [Sleep Dagger] is countered by [Restoration Quill via Movement Slow]. 
Haze,WEAK_AGAINST,Paradox,2,[Smoke Bomb] is countered by [Rewind via Movement Slow]. [Sleep Dagger] is countered by [Rewind via Movement Slow]. 
Haze,WEAK_AGAINST,Victor,2,[Smoke Bomb] is countered by [Jumpstart via Movement Slow]. [Sleep Dagger] is countered by [Jumpstart via Movement Slow]. 
Haze,WEAK_AGAINST,Viscous,2,[Smoke Bomb] is countered by [The Cube via Movement Slow]. [Sleep Dagger] is countered by [The Cube via Movement Slow]. 
Haze,WEAK_AGAINST,Warden,2,[Smoke Bomb] is countered by [Willpower via Movement Slow]. [Sleep Dagger] is countered by [Willpower via Movement Slow]. 
Haze,WEAK_AGAINST,Yamato,2,[Smoke Bomb] is countered by [Storm's Reach via Movement Slow]. [Sleep Dagger] is countered by [Storm's Reach via Movement Slow]. 
Holliday,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Holliday,EVEN_AGAINST,Doorman,0,No direct ability or mechanic counters found.
Holliday,EVEN_AGAINST,Grey Talon,0,No direct ability or mechanic counters found.
Holliday,EVEN_AGAINST,Ivy,0,No direct ability or mechanic counters found.
Holliday,EVEN_AGAINST,Lady Geist,0,No direct ability or mechanic counters found.
Holliday,EVEN_AGAINST,McGinnis,0,No direct ability or mechanic counters found.
Holliday,EVEN_AGAINST,Mo & Krill,0,No direct ability or mechanic counters found.
Holliday,EVEN_AGAINST,Seven,0,No direct ability or mechanic counters found.
Holliday,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Holliday,STRONG_AGAINST,Abrams,2,[Crackshot] counters [Seismic Impact via Dash]. [Crackshot] counters [Shoulder Charge via Dash]. 
Holliday,STRONG_AGAINST,Billy,1,[Crackshot] counters [Portal Dive via Teleport]. 
Holliday,STRONG_AGAINST,Calico,1,[Crackshot] counters [Leaping Slash via Dash]. 
Holliday,STRONG_AGAINST,Drifter,1,[Crackshot] counters [Smoke Hustle via Dash]. 
Holliday,STRONG_AGAINST,Dynamo,1,[Crackshot] counters [Quantum Entanglement via Teleport]. 
Holliday,STRONG_AGAINST,Haze,1,[Crackshot] counters [Shadowstep via Teleport]. 
Holliday,STRONG_AGAINST,Infernus,1,[Crackshot] counters [Blazing Advance via Dash]. 
Holliday,STRONG_AGAINST,Mina,1,[Crackshot] counters [Specter Step via Teleport]. 
Holliday,STRONG_AGAINST,Mirage,1,[Crackshot] counters [Holo Shot via Teleport]. 
Holliday,STRONG_AGAINST,Paradox,1,[Crackshot] counters [Rewind via Teleport]. 
Holliday,STRONG_AGAINST,Pocket,1,[Crackshot] counters [Flying Cloak via Teleport]. 
Holliday,STRONG_AGAINST,Shiv,1,[Crackshot] counters [Slice and Dice via Dash]. 
Holliday,STRONG_AGAINST,Sinclair,1,[Crackshot] counters [Spectral Assistant via Teleport]. 
Holliday,STRONG_AGAINST,Vyper,1,[Crackshot] counters [Slither via Dash]. 
Holliday,STRONG_AGAINST,Wraith,1,[Crackshot] counters [Project Mind via Teleport]. 
Holliday,STRONG_AGAINST,Yamato,1,[Crackshot] counters [Gale Step via Dash]. 
Holliday,WEAK_AGAINST,Kelvin,1,[Crackshot] is countered by [Ice Path via Movement Slow]. 
Holliday,WEAK_AGAINST,Lash,1,[Crackshot] is countered by [Blood Rush via Movement Slow]. 
Holliday,WEAK_AGAINST,Paige,1,[Crackshot] is countered by [Restoration Quill via Movement Slow]. 
Holliday,WEAK_AGAINST,Paradox,1,[Crackshot] is countered by [Rewind via Movement Slow]. 
Holliday,WEAK_AGAINST,Victor,1,[Crackshot] is countered by [Jumpstart via Movement Slow]. 
Holliday,WEAK_AGAINST,Viscous,2,[Crackshot] is countered by [The Cube via Movement Slow]. [Crackshot] is countered by [The Cube via Ability Suppression]. 
Holliday,WEAK_AGAINST,Warden,1,[Crackshot] is countered by [Willpower via Movement Slow]. 
Holliday,WEAK_AGAINST,Yamato,1,[Crackshot] is countered by [Storm's Reach via Movement Slow]. 
Infernus,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Billy,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Doorman,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Drifter,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Grey Talon,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Haze,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Ivy,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Lady Geist,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Mirage,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Mo & Krill,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Pocket,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Seven,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Shiv,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Vyper,0,No direct ability or mechanic counters found.
Infernus,EVEN_AGAINST,Wraith,0,No direct ability or mechanic counters found.
Infernus,STRONG_AGAINST,Abrams,1,[Fire Wells] counters [Infernal Resilience via Self Heal]. 
Infernus,STRONG_AGAINST,Calico,1,[Fire Wells] counters [Leaping Slash via Self Heal]. 
Infernus,STRONG_AGAINST,Dynamo,1,[Fire Wells] counters [Rejuvenating Aurora via Area Heal]. 
Infernus,STRONG_AGAINST,Kelvin,2,[Fire Wells] counters [Frost Grenade via Area Heal]. [Fire Wells] counters [Frozen Shelter via Area Heal]. 
Infernus,STRONG_AGAINST,Lash,1,[Fire Wells] counters [Guillotine Frenzy via Self Heal]. 
Infernus,STRONG_AGAINST,McGinnis,1,[Fire Wells] counters [Medicinal Specter via Area Heal]. 
Infernus,STRONG_AGAINST,Mina,1,[Fire Wells] counters [Requiem via Area Heal]. 
Infernus,STRONG_AGAINST,Paige,2,[Fire Wells] counters [Final Chapter via Area Heal]. [Fire Wells] counters [Restoration Quill via Area Heal]. 
Infernus,STRONG_AGAINST,Paradox,1,[Fire Wells] counters [Rewind via Area Heal]. 
Infernus,STRONG_AGAINST,Victor,1,[Fire Wells] counters [Jumpstart via Self Heal]. 
Infernus,STRONG_AGAINST,Viscous,1,[Fire Wells] counters [The Cube via Area Heal]. 
Infernus,WEAK_AGAINST,Holliday,1,[Blazing Advance] is countered by [Crackshot via Dash]. 
Infernus,WEAK_AGAINST,Kelvin,1,[Blazing Advance] is countered by [Ice Path via Movement Slow]. 
Infernus,WEAK_AGAINST,Lash,2,[Blazing Advance] is countered by [Grappling Whip via Dash]. [Blazing Advance] is countered by [Blood Rush via Movement Slow]. 
Infernus,WEAK_AGAINST,Paige,4,[Blazing Advance] is countered by [Restoration Quill via Damage Over Time]. [Flame Shot] is countered by [Restoration Quill via Damage Over Time]. [Fire Wells] is countered by [Restoration Quill via Damage Over Time]. [Blazing Advance] is countered by [Restoration Quill via Movement Slow]. 
Infernus,WEAK_AGAINST,Paradox,5,[Blazing Advance] is countered by [Rewind via Damage Over Time]. [Flame Shot] is countered by [Rewind via Damage Over Time]. [Fire Wells] is countered by [Rewind via Damage Over Time]. [Blazing Advance] is countered by [Rewind via Movement Slow]. [Fire Wells] is countered by [Rewind via Healing Reduction]. 
Infernus,WEAK_AGAINST,Victor,1,[Blazing Advance] is countered by [Jumpstart via Movement Slow]. 
Infernus,WEAK_AGAINST,Viscous,1,[Blazing Advance] is countered by [The Cube via Movement Slow]. 
Infernus,WEAK_AGAINST,Warden,1,[Blazing Advance] is countered by [Willpower via Movement Slow]. 
Infernus,WEAK_AGAINST,Yamato,1,[Blazing Advance] is countered by [Storm's Reach via Movement Slow]. 
Ivy,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Billy,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Haze,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Holliday,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Infernus,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Lady Geist,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,McGinnis,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Mina,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Pocket,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Shiv,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Ivy,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Ivy,STRONG_AGAINST,Drifter,1,[Venom Trap] counters [Smoke Hustle via Stealth]. 
Ivy,STRONG_AGAINST,Mirage,1,[Venom Trap] counters [Phase Shift via Stealth]. 
Ivy,WEAK_AGAINST,Abrams,2,[Execution Beam] is countered by [Shoulder Charge via Channeling]. [Execution Beam] is countered by [Seismic Impact via Channeling]. 
Ivy,WEAK_AGAINST,Doorman,1,[Execution Beam] is countered by [Luggage Cart via Channeling]. 
Ivy,WEAK_AGAINST,Dynamo,2,[Execution Beam] is countered by [Kinetic Pulse via Channeling]. [Execution Beam] is countered by [Singularity via Channeling]. 
Ivy,WEAK_AGAINST,Grey Talon,1,[Execution Beam] is countered by [Spirit Snare via Channeling]. 
Ivy,WEAK_AGAINST,Kelvin,1,[Toxic Bolt] is countered by [Ice Path via Movement Slow]. 
Ivy,WEAK_AGAINST,Lash,1,[Toxic Bolt] is countered by [Blood Rush via Movement Slow]. 
Ivy,WEAK_AGAINST,Mo & Krill,1,[Execution Beam] is countered by [Combo via Channeling]. 
Ivy,WEAK_AGAINST,Paige,4,[Fear Toxin] is countered by [Restoration Quill via Damage Over Time]. [Venom Trap] is countered by [Restoration Quill via Damage Over Time]. [Toxic Bolt] is countered by [Restoration Quill via Damage Over Time]. [Toxic Bolt] is countered by [Restoration Quill via Movement Slow]. 
Ivy,WEAK_AGAINST,Paradox,5,[Fear Toxin] is countered by [Rewind via Damage Over Time]. [Venom Trap] is countered by [Rewind via Damage Over Time]. [Toxic Bolt] is countered by [Rewind via Damage Over Time]. [Toxic Bolt] is countered by [Rewind via Movement Slow]. [Execution Beam] is countered by [Temporal Collapse via Channeling]. 
Ivy,WEAK_AGAINST,Seven,1,[Execution Beam] is countered by [Static Charge via Channeling]. 
Ivy,WEAK_AGAINST,Victor,1,[Toxic Bolt] is countered by [Jumpstart via Movement Slow]. 
Ivy,WEAK_AGAINST,Viscous,1,[Toxic Bolt] is countered by [The Cube via Movement Slow]. 
Ivy,WEAK_AGAINST,Vyper,1,[Execution Beam] is countered by [Petrifying Bola via Channeling]. 
Ivy,WEAK_AGAINST,Warden,1,[Toxic Bolt] is countered by [Willpower via Movement Slow]. 
Ivy,WEAK_AGAINST,Wraith,1,[Execution Beam] is countered by [Telekinesis via Channeling]. 
Ivy,WEAK_AGAINST,Yamato,1,[Toxic Bolt] is countered by [Storm's Reach via Movement Slow]. 
Kelvin,EVEN_AGAINST,Abrams,0,No direct ability or mechanic counters found.
Kelvin,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Kelvin,EVEN_AGAINST,Billy,0,No direct ability or mechanic counters found.
Kelvin,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
Kelvin,EVEN_AGAINST,Drifter,0,No direct ability or mechanic counters found.
Kelvin,EVEN_AGAINST,Mo & Krill,0,No direct ability or mechanic counters found.
Kelvin,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Kelvin,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Kelvin,STRONG_AGAINST,Doorman,1,[Ice Path] counters [Call Bell via Movement Slow]. 
Kelvin,STRONG_AGAINST,Dynamo,1,[Ice Path] counters [Kinetic Pulse via Movement Slow]. 
Kelvin,STRONG_AGAINST,Grey Talon,1,[Ice Path] counters [Rain of Arrows via Movement Slow]. 
Kelvin,STRONG_AGAINST,Haze,2,[Ice Path] counters [Smoke Bomb via Movement Slow]. [Ice Path] counters [Sleep Dagger via Movement Slow]. 
Kelvin,STRONG_AGAINST,Holliday,1,[Ice Path] counters [Crackshot via Movement Slow]. 
Kelvin,STRONG_AGAINST,Infernus,1,[Ice Path] counters [Blazing Advance via Movement Slow]. 
Kelvin,STRONG_AGAINST,Ivy,1,[Ice Path] counters [Toxic Bolt via Movement Slow]. 
Kelvin,STRONG_AGAINST,Lady Geist,1,[Ice Path] counters [Life Drain via Movement Slow]. 
Kelvin,STRONG_AGAINST,McGinnis,3,[Ice Path] counters [Heavy Barrage via Movement Slow]. [Ice Path] counters [Mini Turret via Movement Slow]. [Ice Path] counters [Spectral Wall via Movement Slow]. 
Kelvin,STRONG_AGAINST,Mina,1,[Ice Path] counters [Spectral Dagger via Movement Slow]. 
Kelvin,STRONG_AGAINST,Mirage,1,[Ice Path] counters [Mirror Trap via Movement Slow]. 
Kelvin,STRONG_AGAINST,Paige,1,[Ice Path] counters [Page Turner via Movement Slow]. 
Kelvin,STRONG_AGAINST,Paradox,1,[Ice Path] counters [Chrono Burst via Movement Slow]. 
Kelvin,STRONG_AGAINST,Pocket,1,[Ice Path] counters [Barrage via Movement Slow]. 
Kelvin,STRONG_AGAINST,Seven,1,[Ice Path] counters [Lightning Ball via Movement Slow]. 
Kelvin,STRONG_AGAINST,Shiv,1,[Ice Path] counters [Serrated Knives via Movement Slow]. 
Kelvin,STRONG_AGAINST,Victor,1,[Ice Path] counters [Aura of Suffering via Movement Slow]. 
Kelvin,STRONG_AGAINST,Viscous,2,[Ice Path] counters [Splatter via Movement Slow]. [Ice Path] counters [Puddle Punch via Movement Slow]. 
Kelvin,STRONG_AGAINST,Vyper,1,[Ice Path] counters [Screwjab Dagger via Movement Slow]. 
Kelvin,STRONG_AGAINST,Warden,1,[Ice Path] counters [Alchemical Flask via Movement Slow]. 
Kelvin,STRONG_AGAINST,Wraith,1,[Ice Path] counters [Card Trick via Movement Slow]. 
Kelvin,WEAK_AGAINST,Infernus,2,[Frost Grenade] is countered by [Fire Wells via Area Heal]. [Frozen Shelter] is countered by [Fire Wells via Area Heal]. 
Kelvin,WEAK_AGAINST,Lash,3,[Frozen Shelter] is countered by [Blood Rush via Movement Slow]. [Arctic Beam] is countered by [Blood Rush via Movement Slow]. [Frost Grenade] is countered by [Blood Rush via Movement Slow]. 
Kelvin,WEAK_AGAINST,Paige,3,[Frozen Shelter] is countered by [Restoration Quill via Movement Slow]. [Arctic Beam] is countered by [Restoration Quill via Movement Slow]. [Frost Grenade] is countered by [Restoration Quill via Movement Slow]. 
Kelvin,WEAK_AGAINST,Paradox,3,[Frozen Shelter] is countered by [Rewind via Movement Slow]. [Arctic Beam] is countered by [Rewind via Movement Slow]. [Frost Grenade] is countered by [Rewind via Movement Slow]. 
Kelvin,WEAK_AGAINST,Pocket,2,[Frost Grenade] is countered by [Affliction via Area Heal]. [Frozen Shelter] is countered by [Affliction via Area Heal]. 
Kelvin,WEAK_AGAINST,Victor,5,[Frozen Shelter] is countered by [Jumpstart via Movement Slow]. [Arctic Beam] is countered by [Jumpstart via Movement Slow]. [Frost Grenade] is countered by [Jumpstart via Movement Slow]. [Arctic Beam] is countered by [Jumpstart via Fire Rate Slow]. [Frozen Shelter] is countered by [Jumpstart via Fire Rate Slow]. 
Kelvin,WEAK_AGAINST,Viscous,5,[Frozen Shelter] is countered by [The Cube via Movement Slow]. [Arctic Beam] is countered by [The Cube via Movement Slow]. [Frost Grenade] is countered by [The Cube via Movement Slow]. [Arctic Beam] is countered by [The Cube via Fire Rate Slow]. [Frozen Shelter] is countered by [The Cube via Fire Rate Slow]. 
Kelvin,WEAK_AGAINST,Vyper,2,[Frost Grenade] is countered by [Lethal Venom via Area Heal]. [Frozen Shelter] is countered by [Lethal Venom via Area Heal]. 
Kelvin,WEAK_AGAINST,Warden,3,[Frozen Shelter] is countered by [Willpower via Movement Slow]. [Arctic Beam] is countered by [Willpower via Movement Slow]. [Frost Grenade] is countered by [Willpower via Movement Slow]. 
Kelvin,WEAK_AGAINST,Yamato,5,[Frozen Shelter] is countered by [Storm's Reach via Movement Slow]. [Arctic Beam] is countered by [Storm's Reach via Movement Slow]. [Frost Grenade] is countered by [Storm's Reach via Movement Slow]. [Arctic Beam] is countered by [Storm's Reach via Fire Rate Slow]. [Frozen Shelter] is countered by [Storm's Reach via Fire Rate Slow]. 
Lady Geist,EVEN_AGAINST,Abrams,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Billy,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Doorman,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Drifter,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Dynamo,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Grey Talon,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Haze,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Holliday,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Infernus,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Ivy,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,McGinnis,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Mina,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Mirage,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Mo & Krill,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Pocket,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Seven,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Shiv,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Vyper,0,No direct ability or mechanic counters found.
Lady Geist,EVEN_AGAINST,Wraith,0,No direct ability or mechanic counters found.
Lady Geist,WEAK_AGAINST,Kelvin,1,[Life Drain] is countered by [Ice Path via Movement Slow]. 
Lady Geist,WEAK_AGAINST,Lash,1,[Life Drain] is countered by [Blood Rush via Movement Slow]. 
Lady Geist,WEAK_AGAINST,Paige,2,[Essence Bomb] is countered by [Restoration Quill via Damage Over Time]. [Life Drain] is countered by [Restoration Quill via Movement Slow]. 
Lady Geist,WEAK_AGAINST,Paradox,2,[Essence Bomb] is countered by [Rewind via Damage Over Time]. [Life Drain] is countered by [Rewind via Movement Slow]. 
Lady Geist,WEAK_AGAINST,Victor,1,[Life Drain] is countered by [Jumpstart via Movement Slow]. 
Lady Geist,WEAK_AGAINST,Viscous,1,[Life Drain] is countered by [The Cube via Movement Slow]. 
Lady Geist,WEAK_AGAINST,Warden,1,[Life Drain] is countered by [Willpower via Movement Slow]. 
Lady Geist,WEAK_AGAINST,Yamato,1,[Life Drain] is countered by [Storm's Reach via Movement Slow]. 
Lash,EVEN_AGAINST,Bebop,0,No direct ability or mechanic counters found.
Lash,EVEN_AGAINST,Vindicta,0,No direct ability or mechanic counters found.
Lash,STRONG_AGAINST,Abrams,2,[Grappling Whip] counters [Seismic Impact via Dash]. [Grappling Whip] counters [Shoulder Charge via Dash]. 
Lash,STRONG_AGAINST,Billy,1,[Grappling Whip] counters [Portal Dive via Teleport]. 
Lash,STRONG_AGAINST,Calico,1,[Grappling Whip] counters [Leaping Slash via Dash]. 
Lash,STRONG_AGAINST,Doorman,1,[Blood Rush] counters [Call Bell via Movement Slow]. 
Lash,STRONG_AGAINST,Drifter,1,[Grappling Whip] counters [Smoke Hustle via Dash]. 
Lash,STRONG_AGAINST,Dynamo,2,[Grappling Whip] counters [Quantum Entanglement via Teleport]. [Blood Rush] counters [Kinetic Pulse via Movement Slow]. 
Lash,STRONG_AGAINST,Grey Talon,1,[Blood Rush] counters [Rain of Arrows via Movement Slow]. 
Lash,STRONG_AGAINST,Haze,3,[Grappling Whip] counters [Shadowstep via Teleport]. [Blood Rush] counters [Smoke Bomb via Movement Slow]. [Blood Rush] counters [Sleep Dagger via Movement Slow]. 
Lash,STRONG_AGAINST,Holliday,1,[Blood Rush] counters [Crackshot via Movement Slow]. 
Lash,STRONG_AGAINST,Infernus,2,[Grappling Whip] counters [Blazing Advance via Dash]. [Blood Rush] counters [Blazing Advance via Movement Slow]. 
Lash,STRONG_AGAINST,Ivy,1,[Blood Rush] counters [Toxic Bolt via Movement Slow]. 
Lash,STRONG_AGAINST,Kelvin,3,[Blood Rush] counters [Frozen Shelter via Movement Slow]. [Blood Rush] counters [Arctic Beam via Movement Slow]. [Blood Rush] counters [Frost Grenade via Movement Slow]. 
Lash,STRONG_AGAINST,Lady Geist,1,[Blood Rush] counters [Life Drain via Movement Slow]. 
Lash,STRONG_AGAINST,McGinnis,3,[Blood Rush] counters [Heavy Barrage via Movement Slow]. [Blood Rush] counters [Mini Turret via Movement Slow]. [Blood Rush] counters [Spectral Wall via Movement Slow]. 
Lash,STRONG_AGAINST,Mina,2,[Grappling Whip] counters [Specter Step via Teleport]. [Blood Rush] counters [Spectral Dagger via Movement Slow]. 
Lash,STRONG_AGAINST,Mirage,2,[Grappling Whip] counters [Holo Shot via Teleport]. [Blood Rush] counters [Mirror Trap via Movement Slow]. 
Lash,STRONG_AGAINST,Paige,1,[Blood Rush] counters [Page Turner via Movement Slow]. 
Lash,STRONG_AGAINST,Paradox,2,[Grappling Whip] counters [Rewind via Teleport]. [Blood Rush] counters [Chrono Burst via Movement Slow]. 
Lash,STRONG_AGAINST,Pocket,2,[Grappling Whip] counters [Flying Cloak via Teleport]. [Blood Rush] counters [Barrage via Movement Slow]. 
Lash,STRONG_AGAINST,Seven,1,[Blood Rush] counters [Lightning Ball via Movement Slow]. 
Lash,STRONG_AGAINST,Shiv,2,[Grappling Whip] counters [Slice and Dice via Dash]. [Blood Rush] counters [Serrated Knives via Movement Slow]. 
Lash,STRONG_AGAINST,Sinclair,1,[Grappling Whip] counters [Spectral Assistant via Teleport]. 
Lash,STRONG_AGAINST,Victor,1,[Blood Rush] counters [Aura of Suffering via Movement Slow]. 
Lash,STRONG_AGAINST,Viscous,2,[Blood Rush] counters [Splatter via Movement Slow]. [Blood Rush] counters [Puddle Punch via Movement Slow]. 
Lash,STRONG_AGAINST,Vyper,2,[Grappling Whip] counters [Slither via Dash]. [Blood Rush] counters [Screwjab Dagger via Movement Slow]. 
Lash,STRONG_AGAINST,Warden,1,[Blood Rush] counters [Alchemical Flask via Movement Slow]. 
Lash,STRONG_AGAINST,Wraith,2,[Grappling Whip] counters [Project Mind via Teleport]. [Blood Rush] counters [Card Trick via Movement Slow]. 
Lash,STRONG_AGAINST,Yamato,1,[Grappling Whip] counters [Gale Step via Dash]. 
Lash,WEAK_AGAINST,Abrams,2,[Guillotine Frenzy] is countered by [Shoulder Charge via Channeling]. [Guillotine Frenzy] is countered by [Seismic Impact via Channeling]. 
Lash,WEAK_AGAINST,Doorman,1,[Guillotine Frenzy] is countered by [Luggage Cart via Channeling]. 
Lash,WEAK_AGAINST,Dynamo,2,[Guillotine Frenzy] is countered by [Kinetic Pulse via Channeling]. [Guillotine Frenzy] is countered by [Singularity via Channeling]. 
Lash,WEAK_AGAINST,Grey Talon,1,[Guillotine Frenzy] is countered by [Spirit Snare via Channeling]. 
Lash,WEAK_AGAINST,Infernus,1,[Guillotine Frenzy] is countered by [Fire Wells via Self Heal]. 
Lash,WEAK_AGAINST,Mo & Krill,1,[Guillotine Frenzy] is countered by [Combo via Channeling]. 
Lash,WEAK_AGAINST,Paradox,1,[Guillotine Frenzy] is countered by [Temporal Collapse via Channeling]. 
Lash,WEAK_AGAINST,Pocket,1,[Guillotine Frenzy] is countered by [Affliction via Self Heal]. 
Lash,WEAK_AGAINST,Seven,1,[Guillotine Frenzy] is countered by [Static Charge via Channeling]. 
Lash,WEAK_AGAINST,Viscous,1,[Razor Lash] is countered by [The Cube via Bleed]. 
Lash,WEAK_AGAINST,Vyper,2,[Guillotine Frenzy] is countered by [Petrifying Bola via Channeling]. [Guillotine Frenzy] is countered by [Lethal Venom via Self Heal]. 
Lash,WEAK_AGAINST,Wraith,1,[Guillotine Frenzy] is countered by [Telekinesis via Channeling]. 
McGinnis,EVEN_AGAINST,Billy,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Calico,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Drifter,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Holliday,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Ivy,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Lady Geist,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Mina,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Mirage,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Shiv,0,No direct ability or mechanic counters found.
McGinnis,EVEN_AGAINST,Sinclair,0,No direct ability or mechanic counters found.
McGinnis,WEAK_AGAINST,Abrams,2,[Heavy Barrage] is countered by [Shoulder Charge via Channeling]. [Heavy Barrage] is countered by [Seismic Impact via Channeling]. 
McGinnis,WEAK_AGAINST,Bebop,1,[Spectral Wall] is countered by [Sound Barrier via Barrier]. 
McGinnis,WEAK_AGAINST,Doorman,1,[Heavy Barrage] is countered by [Luggage Cart via Channeling]. 
McGinnis,WEAK_AGAINST,Dynamo,2,[Heavy Barrage] is countered by [Kinetic Pulse via Channeling]. [Heavy Barrage] is countered by [Singularity via Channeling]. 
McGinnis,WEAK_AGAINST,Grey Talon,1,[Heavy Barrage] is countered by [Spirit Snare via Channeling]. 
McGinnis,WEAK_AGAINST,Haze,1,[Spectral Wall] is countered by [Voidstrike via Barrier]. 
McGinnis,WEAK_AGAINST,Infernus,1,[Medicinal Specter] is countered by [Fire Wells via Area Heal]. 
McGinnis,WEAK_AGAINST,Kelvin,3,[Heavy Barrage] is countered by [Ice Path via Movement Slow]. [Mini Turret] is countered by [Ice Path via Movement Slow]. [Spectral Wall] is countered by [Ice Path via Movement Slow]. 
